ccode,statename,year,polity2,leadertransition,totaltransitions,wars,totalwaryears
367,Latvia,2002,8,1,16,0,3
367,Latvia,2003,8,0,16,0,3
367,Latvia,2004,8,1,17,0,3
367,Latvia,2005,8,0,17,0,3
367,Latvia,2006,8,0,17,0,3
367,Latvia,2007,8,1,18,0,3
367,Latvia,2008,8,0,18,0,3
367,Latvia,2009,8,1,19,0,3
367,Latvia,2010,8,0,19,0,3
367,Latvia,2011,8,0,19,0,3
367,Latvia,2012,8,0,19,0,3
367,Latvia,2013,8,0,19,0,3
367,Latvia,2014,8,1,20,0,3
367,Latvia,2015,8,,20,0,3
367,Latvia,2016,8,,20,0,3
367,Latvia,2017,8,,20,0,3
367,Latvia,2018,,,20,0,3
367,Latvia,2019,,,20,0,3
367,Latvia,2020,,,20,0,3
367,Latvia,2021,,,20,0,3
368,Lithuania,1918,4,0,0,0,0
368,Lithuania,1919,4,0,0,0,0
368,Lithuania,1920,4,1,1,1,1
368,Lithuania,1921,4,0,1,0,1
368,Lithuania,1922,4,0,1,0,1
368,Lithuania,1923,4,0,1,0,1
368,Lithuania,1924,4,0,1,0,1
368,Lithuania,1925,4,0,1,0,1
368,Lithuania,1926,0,1,2,0,1
368,Lithuania,1927,-4,0,2,0,1
368,Lithuania,1928,-8,0,2,0,1
368,Lithuania,1929,-8,0,2,0,1
368,Lithuania,1930,-8,0,2,0,1
368,Lithuania,1931,-8,0,2,0,1
368,Lithuania,1932,-8,0,2,0,1
368,Lithuania,1933,-8,0,2,0,1
368,Lithuania,1934,-8,0,2,0,1
368,Lithuania,1935,-9,0,2,0,1
368,Lithuania,1936,-9,0,2,0,1
368,Lithuania,1937,-9,0,2,0,1
368,Lithuania,1938,-9,0,2,0,1
368,Lithuania,1939,-9,0,2,0,1
368,Lithuania,1940,-9,0,2,0,1
368,Lithuania,1991,10,0,2,0,1
368,Lithuania,1992,10,1,3,0,1
368,Lithuania,1993,10,0,3,0,1
368,Lithuania,1994,10,0,3,0,1
368,Lithuania,1995,10,0,3,0,1
368,Lithuania,1996,10,0,3,0,1
368,Lithuania,1997,10,0,3,0,1
368,Lithuania,1998,10,1,4,0,1
368,Lithuania,1999,10,0,4,0,1
368,Lithuania,2000,10,0,4,0,1
368,Lithuania,2001,10,0,4,0,1
368,Lithuania,2002,10,0,4,0,1
368,Lithuania,2003,10,1,5,0,1
368,Lithuania,2004,10,1,6,0,1
368,Lithuania,2005,10,0,6,0,1
368,Lithuania,2006,10,0,6,0,1
368,Lithuania,2007,10,0,6,0,1
368,Lithuania,2008,10,0,6,0,1
368,Lithuania,2009,10,1,7,0,1
368,Lithuania,2010,10,0,7,0,1
368,Lithuania,2011,10,0,7,0,1
368,Lithuania,2012,10,0,7,0,1
368,Lithuania,2013,10,0,7,0,1
368,Lithuania,2014,10,0,7,0,1
368,Lithuania,2015,10,0,7,0,1
368,Lithuania,2016,10,,7,0,1
368,Lithuania,2017,10,,7,0,1
368,Lithuania,2018,,,7,0,1
368,Lithuania,2019,,,7,0,1
368,Lithuania,2020,,,7,0,1
368,Lithuania,2021,,,7,0,1
369,Ukraine,1991,6,0,0,0,0
369,Ukraine,1992,6,0,0,0,0
369,Ukraine,1993,5,0,0,0,0
369,Ukraine,1994,7,1,1,0,0
369,Ukraine,1995,7,0,1,0,0
369,Ukraine,1996,7,0,1,0,0
369,Ukraine,1997,7,0,1,0,0
369,Ukraine,1998,7,0,1,0,0
369,Ukraine,1999,7,0,1,0,0
369,Ukraine,2000,6,0,1,0,0
369,Ukraine,2001,6,0,1,0,0
369,Ukraine,2002,6,0,1,0,0
369,Ukraine,2003,6,0,1,0,0
369,Ukraine,2004,6,0,1,0,0
369,Ukraine,2005,6,1,2,0,0
369,Ukraine,2006,7,0,2,0,0
369,Ukraine,2007,7,0,2,0,0
369,Ukraine,2008,7,0,2,0,0
369,Ukraine,2009,7,0,2,0,0
369,Ukraine,2010,6,1,3,0,0
369,Ukraine,2011,6,0,3,0,0
369,Ukraine,2012,6,0,3,0,0
369,Ukraine,2013,6,0,3,0,0
369,Ukraine,2014,4,1,4,0,0
369,Ukraine,2015,4,0,4,0,0
369,Ukraine,2016,4,,4,0,0
369,Ukraine,2017,4,,4,0,0
369,Ukraine,2018,,,4,0,0
369,Ukraine,2019,,,4,0,0
369,Ukraine,2020,,,4,0,0
369,Ukraine,2021,,,4,0,0
370,Belarus,1991,7,0,0,0,0
370,Belarus,1992,7,0,0,0,0
370,Belarus,1993,7,0,0,0,0
370,Belarus,1994,7,1,1,0,0
370,Belarus,1995,0,0,1,0,0
370,Belarus,1996,-7,0,1,0,0
370,Belarus,1997,-7,0,1,0,0
370,Belarus,1998,-7,0,1,0,0
370,Belarus,1999,-7,0,1,0,0
370,Belarus,2000,-7,0,1,0,0
370,Belarus,2001,-7,0,1,0,0
370,Belarus,2002,-7,0,1,0,0
370,Belarus,2003,-7,0,1,0,0
370,Belarus,2004,-7,0,1,0,0
370,Belarus,2005,-7,0,1,0,0
370,Belarus,2006,-7,0,1,0,0
370,Belarus,2007,-7,0,1,0,0
370,Belarus,2008,-7,0,1,0,0
370,Belarus,2009,-7,0,1,0,0
370,Belarus,2010,-7,0,1,0,0
370,Belarus,2011,-7,0,1,0,0
370,Belarus,2012,-7,0,1,0,0
370,Belarus,2013,-7,0,1,0,0
370,Belarus,2014,-7,0,1,0,0
370,Belarus,2015,-7,0,1,0,0
370,Belarus,2016,-7,,1,0,0
370,Belarus,2017,-7,,1,0,0
370,Belarus,2018,,,1,0,0
370,Belarus,2019,,,1,0,0
370,Belarus,2020,,,1,0,0
370,Belarus,2021,,,1,0,0
371,Armenia,1991,7,0,0,0,0
371,Armenia,1992,7,0,0,0,0
371,Armenia,1993,7,0,0,1,1
371,Armenia,1994,7,0,0,1,2
371,Armenia,1995,3,0,0,0,2
371,Armenia,1996,-6,0,0,0,2
371,Armenia,1997,-6,0,0,0,2
371,Armenia,1998,5,1,1,0,2
371,Armenia,1999,5,0,1,0,2
371,Armenia,2000,5,0,1,0,2
371,Armenia,2001,5,0,1,0,2
371,Armenia,2002,5,0,1,0,2
371,Armenia,2003,5,0,1,0,2
371,Armenia,2004,5,0,1,0,2
371,Armenia,2005,5,0,1,0,2
371,Armenia,2006,5,0,1,0,2
371,Armenia,2007,5,0,1,0,2
371,Armenia,2008,5,1,2,0,2
371,Armenia,2009,5,0,2,0,2
371,Armenia,2010,5,0,2,0,2
371,Armenia,2011,5,0,2,0,2
371,Armenia,2012,5,0,2,0,2
371,Armenia,2013,5,0,2,0,2
371,Armenia,2014,5,0,2,0,2
371,Armenia,2015,5,0,2,0,2
371,Armenia,2016,5,,2,0,2
371,Armenia,2017,5,,2,0,2
371,Armenia,2018,,,2,0,2
371,Armenia,2019,,,2,0,2
371,Armenia,2020,,,2,0,2
371,Armenia,2021,,,2,0,2
372,Georgia,1991,4,0,0,0,0
372,Georgia,1992,4,1,1,0,0
372,Georgia,1993,4,0,1,0,0
372,Georgia,1994,4,0,1,0,0
372,Georgia,1995,5,0,1,0,0
372,Georgia,1996,5,0,1,0,0
372,Georgia,1997,5,0,1,0,0
372,Georgia,1998,5,0,1,0,0
372,Georgia,1999,5,0,1,0,0
372,Georgia,2000,5,0,1,0,0
372,Georgia,2001,5,0,1,0,0
372,Georgia,2002,5,0,1,0,0
372,Georgia,2003,5,1,2,0,0
372,Georgia,2004,7,1,3,0,0
372,Georgia,2005,7,0,3,0,0
372,Georgia,2006,7,0,3,0,0
372,Georgia,2007,6,1,4,0,0
372,Georgia,2008,6,1,5,0,0
372,Georgia,2009,6,0,5,0,0
372,Georgia,2010,6,0,5,0,0
372,Georgia,2011,6,0,5,0,0
372,Georgia,2012,6,0,5,0,0
372,Georgia,2013,7,1,6,0,0
372,Georgia,2014,7,0,6,0,0
372,Georgia,2015,7,0,6,0,0
372,Georgia,2016,7,,6,0,0
372,Georgia,2017,7,,6,0,0
372,Georgia,2018,,,6,0,0
372,Georgia,2019,,,6,0,0
372,Georgia,2020,,,6,0,0
372,Georgia,2021,,,6,0,0
373,Azerbaijan,1991,-3,0,0,0,0
373,Azerbaijan,1992,1,1,1,0,0
373,Azerbaijan,1993,-3,1,2,1,1
373,Azerbaijan,1994,-3,0,2,1,2
373,Azerbaijan,1995,-6,0,2,0,2
373,Azerbaijan,1996,-6,0,2,0,2
373,Azerbaijan,1997,-6,0,2,0,2
373,Azerbaijan,1998,-7,0,2,0,2
373,Azerbaijan,1999,-7,0,2,0,2
373,Azerbaijan,2000,-7,0,2,0,2
373,Azerbaijan,2001,-7,0,2,0,2
373,Azerbaijan,2002,-7,0,2,0,2
373,Azerbaijan,2003,-7,1,3,0,2
373,Azerbaijan,2004,-7,0,3,0,2
373,Azerbaijan,2005,-7,0,3,0,2
373,Azerbaijan,2006,-7,0,3,0,2
373,Azerbaijan,2007,-7,0,3,0,2
373,Azerbaijan,2008,-7,0,3,0,2
373,Azerbaijan,2009,-7,0,3,0,2
373,Azerbaijan,2010,-7,0,3,0,2
373,Azerbaijan,2011,-7,0,3,0,2
373,Azerbaijan,2012,-7,0,3,0,2
373,Azerbaijan,2013,-7,0,3,0,2
373,Azerbaijan,2014,-7,0,3,0,2
373,Azerbaijan,2015,-7,0,3,0,2
373,Azerbaijan,2016,-7,,3,0,2
373,Azerbaijan,2017,-7,,3,0,2
373,Azerbaijan,2018,,,3,0,2
373,Azerbaijan,2019,,,3,0,2
373,Azerbaijan,2020,,,3,0,2
373,Azerbaijan,2021,,,3,0,2
375,Finland,1917,8,0,0,0,0
375,Finland,1918,8,1,1,1,1
375,Finland,1919,10,1,2,1,2
375,Finland,1920,10,0,2,1,3
375,Finland,1921,10,0,2,0,3
375,Finland,1922,10,0,2,0,3
375,Finland,1923,10,0,2,0,3
375,Finland,1924,10,0,2,0,3
375,Finland,1925,10,1,3,0,3
375,Finland,1926,10,0,3,0,3
375,Finland,1927,10,0,3,0,3
375,Finland,1928,10,0,3,0,3
375,Finland,1929,10,0,3,0,3
375,Finland,1930,7,0,3,0,3
375,Finland,1931,4,1,4,0,3
375,Finland,1932,4,0,4,0,3
375,Finland,1933,4,0,4,0,3
375,Finland,1934,4,0,4,0,3
375,Finland,1935,4,0,4,0,3
375,Finland,1936,4,0,4,0,3
375,Finland,1937,4,1,5,0,3
375,Finland,1938,4,0,5,0,3
375,Finland,1939,4,0,5,1,4
375,Finland,1940,4,1,6,1,5
375,Finland,1941,4,0,6,1,6
375,Finland,1942,4,0,6,1,7
375,Finland,1943,4,0,6,1,8
375,Finland,1944,10,1,7,1,9
375,Finland,1945,10,0,7,0,9
375,Finland,1946,10,1,8,0,9
375,Finland,1947,10,0,8,0,9
375,Finland,1948,10,0,8,0,9
375,Finland,1949,10,0,8,0,9
375,Finland,1950,10,0,8,0,9
375,Finland,1951,10,0,8,0,9
375,Finland,1952,10,0,8,0,9
375,Finland,1953,10,0,8,0,9
375,Finland,1954,10,0,8,0,9
375,Finland,1955,10,0,8,0,9
375,Finland,1956,10,1,9,0,9
375,Finland,1957,10,0,9,0,9
375,Finland,1958,10,0,9,0,9
375,Finland,1959,10,0,9,0,9
375,Finland,1960,10,0,9,0,9
375,Finland,1961,10,0,9,0,9
375,Finland,1962,10,0,9,0,9
375,Finland,1963,10,0,9,0,9
375,Finland,1964,10,0,9,0,9
375,Finland,1965,10,0,9,0,9
375,Finland,1966,10,0,9,0,9
375,Finland,1967,10,0,9,0,9
375,Finland,1968,10,0,9,0,9
375,Finland,1969,10,0,9,0,9
375,Finland,1970,10,0,9,0,9
375,Finland,1971,10,0,9,0,9
375,Finland,1972,10,0,9,0,9
375,Finland,1973,10,0,9,0,9
375,Finland,1974,10,0,9,0,9
375,Finland,1975,10,0,9,0,9
375,Finland,1976,10,0,9,0,9
375,Finland,1977,10,0,9,0,9
375,Finland,1978,10,0,9,0,9
375,Finland,1979,10,0,9,0,9
375,Finland,1980,10,0,9,0,9
375,Finland,1981,10,1,10,0,9
375,Finland,1982,10,0,10,0,9
375,Finland,1983,10,0,10,0,9
375,Finland,1984,10,0,10,0,9
375,Finland,1985,10,0,10,0,9
375,Finland,1986,10,0,10,0,9
375,Finland,1987,10,0,10,0,9
375,Finland,1988,10,0,10,0,9
375,Finland,1989,10,0,10,0,9
375,Finland,1990,10,0,10,0,9
375,Finland,1991,10,0,10,0,9
375,Finland,1992,10,0,10,0,9
375,Finland,1993,10,0,10,0,9
375,Finland,1994,10,1,11,0,9
375,Finland,1995,10,0,11,0,9
375,Finland,1996,10,0,11,0,9
375,Finland,1997,10,0,11,0,9
375,Finland,1998,10,0,11,0,9
375,Finland,1999,10,0,11,0,9
375,Finland,2000,10,1,12,0,9
375,Finland,2001,10,0,12,0,9
375,Finland,2002,10,0,12,0,9
375,Finland,2003,10,0,12,0,9
375,Finland,2004,10,0,12,0,9
375,Finland,2005,10,0,12,0,9
375,Finland,2006,10,0,12,0,9
375,Finland,2007,10,0,12,0,9
375,Finland,2008,10,0,12,0,9
375,Finland,2009,10,0,12,0,9
375,Finland,2010,10,0,12,0,9
375,Finland,2011,10,0,12,0,9
375,Finland,2012,10,1,13,0,9
375,Finland,2013,10,0,13,0,9
375,Finland,2014,10,0,13,0,9
375,Finland,2015,10,0,13,0,9
375,Finland,2016,10,,13,0,9
375,Finland,2017,10,,13,0,9
375,Finland,2018,,,13,0,9
375,Finland,2019,,,13,0,9
375,Finland,2020,,,13,0,9
375,Finland,2021,,,13,0,9
380,Sweden,1816,-8,,0,0,0
380,Sweden,1817,-8,,0,0,0
380,Sweden,1818,-8,,0,0,0
380,Sweden,1819,-8,,0,0,0
380,Sweden,1820,-8,,0,0,0
380,Sweden,1821,-8,,0,0,0
380,Sweden,1822,-8,,0,0,0
380,Sweden,1823,-8,,0,0,0
380,Sweden,1824,-8,,0,0,0
380,Sweden,1825,-8,,0,0,0
380,Sweden,1826,-8,,0,0,0
380,Sweden,1827,-8,,0,0,0
380,Sweden,1828,-8,,0,0,0
380,Sweden,1829,-8,,0,0,0
380,Sweden,1830,-8,,0,0,0
380,Sweden,1831,-8,,0,0,0
380,Sweden,1832,-8,,0,0,0
380,Sweden,1833,-8,,0,0,0
380,Sweden,1834,-8,,0,0,0
380,Sweden,1835,-8,,0,0,0
380,Sweden,1836,-8,,0,0,0
380,Sweden,1837,-8,,0,0,0
380,Sweden,1838,-8,,0,0,0
380,Sweden,1839,-8,,0,0,0
380,Sweden,1840,-8,,0,0,0
380,Sweden,1841,-8,,0,0,0
380,Sweden,1842,-7,,0,0,0
380,Sweden,1843,-7,,0,0,0
380,Sweden,1844,-7,,0,0,0
380,Sweden,1845,-7,,0,0,0
380,Sweden,1846,-7,,0,0,0
380,Sweden,1847,-7,,0,0,0
380,Sweden,1848,-7,,0,0,0
380,Sweden,1849,-7,,0,0,0
380,Sweden,1850,-7,,0,0,0
380,Sweden,1851,-7,,0,0,0
380,Sweden,1852,-7,,0,0,0
380,Sweden,1853,-7,,0,0,0
380,Sweden,1854,-7,,0,0,0
380,Sweden,1855,-5,,0,0,0
380,Sweden,1856,-5,,0,0,0
380,Sweden,1857,-5,,0,0,0
380,Sweden,1858,-5,,0,0,0
380,Sweden,1859,-5,,0,0,0
380,Sweden,1860,-5,,0,0,0
380,Sweden,1861,-5,,0,0,0
380,Sweden,1862,-5,,0,0,0
380,Sweden,1863,-5,,0,0,0
380,Sweden,1864,-5,,0,0,0
380,Sweden,1865,-5,,0,0,0
380,Sweden,1866,-5,,0,0,0
380,Sweden,1867,-5,,0,0,0
380,Sweden,1868,-5,,0,0,0
380,Sweden,1869,-5,,0,0,0
380,Sweden,1870,-4,,0,0,0
380,Sweden,1871,-4,,0,0,0
380,Sweden,1872,-4,0,0,0,0
380,Sweden,1873,-4,0,0,0,0
380,Sweden,1874,-4,0,0,0,0
380,Sweden,1875,-4,0,0,0,0
380,Sweden,1876,-4,1,1,0,0
380,Sweden,1877,-4,0,1,0,0
380,Sweden,1878,-4,0,1,0,0
380,Sweden,1879,-4,0,1,0,0
380,Sweden,1880,-4,1,2,0,0
380,Sweden,1881,-4,0,2,0,0
380,Sweden,1882,-4,0,2,0,0
380,Sweden,1883,-4,1,3,0,0
380,Sweden,1884,-4,1,4,0,0
380,Sweden,1885,-4,0,4,0,0
380,Sweden,1886,-4,0,4,0,0
380,Sweden,1887,-4,0,4,0,0
380,Sweden,1888,-4,1,5,0,0
380,Sweden,1889,-4,1,6,0,0
380,Sweden,1890,-4,0,6,0,0
380,Sweden,1891,-4,1,7,0,0
380,Sweden,1892,-4,0,7,0,0
380,Sweden,1893,-4,0,7,0,0
380,Sweden,1894,-4,0,7,0,0
380,Sweden,1895,-4,0,7,0,0
380,Sweden,1896,-4,0,7,0,0
380,Sweden,1897,-4,0,7,0,0
380,Sweden,1898,-4,0,7,0,0
380,Sweden,1899,-4,0,7,0,0
380,Sweden,1900,-4,1,8,0,0
380,Sweden,1901,-4,0,8,0,0
380,Sweden,1902,-4,1,9,0,0
380,Sweden,1903,-4,0,9,0,0
380,Sweden,1904,-4,0,9,0,0
380,Sweden,1905,-4,1,10,0,0
380,Sweden,1906,-4,1,11,0,0
380,Sweden,1907,-3,0,11,0,0
380,Sweden,1908,-2,0,11,0,0
380,Sweden,1909,0,0,11,0,0
380,Sweden,1910,1,0,11,0,0
380,Sweden,1911,2,1,12,0,0
380,Sweden,1912,4,0,12,0,0
380,Sweden,1913,5,0,12,0,0
380,Sweden,1914,6,1,13,0,0
380,Sweden,1915,8,0,13,0,0
380,Sweden,1916,9,0,13,0,0
380,Sweden,1917,10,1,14,0,0
380,Sweden,1918,10,0,14,0,0
380,Sweden,1919,10,0,14,0,0
380,Sweden,1920,10,1,15,0,0
380,Sweden,1921,10,1,16,0,0
380,Sweden,1922,10,0,16,0,0
380,Sweden,1923,10,1,17,0,0
380,Sweden,1924,10,1,18,0,0
380,Sweden,1925,10,1,19,0,0
380,Sweden,1926,10,1,20,0,0
380,Sweden,1927,10,0,20,0,0
380,Sweden,1928,10,1,21,0,0
380,Sweden,1929,10,0,21,0,0
380,Sweden,1930,10,1,22,0,0
380,Sweden,1931,10,0,22,0,0
380,Sweden,1932,10,1,23,0,0
380,Sweden,1933,10,0,23,0,0
380,Sweden,1934,10,0,23,0,0
380,Sweden,1935,10,0,23,0,0
380,Sweden,1936,10,0,23,0,0
380,Sweden,1937,10,0,23,0,0
380,Sweden,1938,10,0,23,0,0
380,Sweden,1939,10,0,23,0,0
380,Sweden,1940,10,0,23,0,0
380,Sweden,1941,10,0,23,0,0
380,Sweden,1942,10,0,23,0,0
380,Sweden,1943,10,0,23,0,0
380,Sweden,1944,10,0,23,0,0
380,Sweden,1945,10,0,23,0,0
380,Sweden,1946,10,1,24,0,0
380,Sweden,1947,10,0,24,0,0
380,Sweden,1948,10,0,24,0,0
380,Sweden,1949,10,0,24,0,0
380,Sweden,1950,10,0,24,0,0
380,Sweden,1951,10,0,24,0,0
380,Sweden,1952,10,0,24,0,0
380,Sweden,1953,10,0,24,0,0
380,Sweden,1954,10,0,24,0,0
380,Sweden,1955,10,0,24,0,0
380,Sweden,1956,10,0,24,0,0
380,Sweden,1957,10,0,24,0,0
380,Sweden,1958,10,0,24,0,0
380,Sweden,1959,10,0,24,0,0
380,Sweden,1960,10,0,24,0,0
380,Sweden,1961,10,0,24,0,0
380,Sweden,1962,10,0,24,0,0
380,Sweden,1963,10,0,24,0,0
380,Sweden,1964,10,0,24,0,0
380,Sweden,1965,10,0,24,0,0
380,Sweden,1966,10,0,24,0,0
380,Sweden,1967,10,0,24,0,0
380,Sweden,1968,10,0,24,0,0
380,Sweden,1969,10,1,25,0,0
380,Sweden,1970,10,0,25,0,0
380,Sweden,1971,10,0,25,0,0
380,Sweden,1972,10,0,25,0,0
380,Sweden,1973,10,0,25,0,0
380,Sweden,1974,10,0,25,0,0
380,Sweden,1975,10,0,25,0,0
380,Sweden,1976,10,1,26,0,0
380,Sweden,1977,10,0,26,0,0
380,Sweden,1978,10,1,27,0,0
380,Sweden,1979,10,1,28,0,0
380,Sweden,1980,10,0,28,0,0
380,Sweden,1981,10,0,28,0,0
380,Sweden,1982,10,1,29,0,0
380,Sweden,1983,10,0,29,0,0
380,Sweden,1984,10,0,29,0,0
380,Sweden,1985,10,0,29,0,0
380,Sweden,1986,10,1,30,0,0
380,Sweden,1987,10,0,30,0,0
380,Sweden,1988,10,0,30,0,0
380,Sweden,1989,10,0,30,0,0
380,Sweden,1990,10,0,30,0,0
380,Sweden,1991,10,1,31,0,0
380,Sweden,1992,10,0,31,0,0
380,Sweden,1993,10,0,31,0,0
380,Sweden,1994,10,1,32,0,0
380,Sweden,1995,10,0,32,0,0
380,Sweden,1996,10,1,33,0,0
380,Sweden,1997,10,0,33,0,0
380,Sweden,1998,10,0,33,0,0
380,Sweden,1999,10,0,33,0,0
380,Sweden,2000,10,0,33,0,0
380,Sweden,2001,10,0,33,0,0
380,Sweden,2002,10,0,33,0,0
380,Sweden,2003,10,0,33,0,0
380,Sweden,2004,10,0,33,0,0
380,Sweden,2005,10,0,33,0,0
380,Sweden,2006,10,1,34,0,0
380,Sweden,2007,10,0,34,0,0
380,Sweden,2008,10,0,34,0,0
380,Sweden,2009,10,0,34,0,0
380,Sweden,2010,10,0,34,0,0
380,Sweden,2011,10,0,34,0,0
380,Sweden,2012,10,0,34,0,0
380,Sweden,2013,10,0,34,0,0
380,Sweden,2014,10,1,35,0,0
380,Sweden,2015,10,0,35,0,0
380,Sweden,2016,10,,35,0,0
380,Sweden,2017,10,,35,0,0
380,Sweden,2018,,,35,0,0
380,Sweden,2019,,,35,0,0
380,Sweden,2020,,,35,0,0
380,Sweden,2021,,,35,0,0
385,Norway,1905,10,0,0,0,0
385,Norway,1906,10,0,0,0,0
385,Norway,1907,10,1,1,0,0
385,Norway,1908,10,1,2,0,0
385,Norway,1909,10,0,2,0,0
385,Norway,1910,10,1,3,0,0
385,Norway,1911,10,0,3,0,0
385,Norway,1912,10,1,4,0,0
385,Norway,1913,10,1,5,0,0
385,Norway,1914,10,0,5,0,0
385,Norway,1915,10,0,5,0,0
385,Norway,1916,10,0,5,0,0
385,Norway,1917,10,0,5,0,0
385,Norway,1918,10,0,5,0,0
385,Norway,1919,10,0,5,0,0
385,Norway,1920,10,1,6,0,0
385,Norway,1921,10,1,7,0,0
385,Norway,1922,10,0,7,0,0
385,Norway,1923,10,1,8,0,0
385,Norway,1924,10,1,9,0,0
385,Norway,1925,10,0,9,0,0
385,Norway,1926,10,1,10,0,0
385,Norway,1927,10,0,10,0,0
385,Norway,1928,10,1,11,0,0
385,Norway,1929,10,0,11,0,0
385,Norway,1930,10,0,11,0,0
385,Norway,1931,10,1,12,0,0
385,Norway,1932,10,1,13,0,0
385,Norway,1933,10,1,14,0,0
385,Norway,1934,10,0,14,0,0
385,Norway,1935,10,1,15,0,0
385,Norway,1936,10,0,15,0,0
385,Norway,1937,10,0,15,0,0
385,Norway,1938,10,0,15,0,0
385,Norway,1939,10,0,15,0,0
385,Norway,1940,,1,16,1,1
385,Norway,1945,10,1,17,0,1
385,Norway,1946,10,0,17,0,1
385,Norway,1947,10,0,17,0,1
385,Norway,1948,10,0,17,0,1
385,Norway,1949,10,0,17,0,1
385,Norway,1950,10,0,17,0,1
385,Norway,1951,10,1,18,0,1
385,Norway,1952,10,0,18,0,1
385,Norway,1953,10,0,18,0,1
385,Norway,1954,10,0,18,0,1
385,Norway,1955,10,1,19,0,1
385,Norway,1956,10,0,19,0,1
385,Norway,1957,10,0,19,0,1
385,Norway,1958,10,0,19,0,1
385,Norway,1959,10,0,19,0,1
385,Norway,1960,10,0,19,0,1
385,Norway,1961,10,0,19,0,1
385,Norway,1962,10,0,19,0,1
385,Norway,1963,10,0,19,0,1
385,Norway,1964,10,0,19,0,1
385,Norway,1965,10,1,20,0,1
385,Norway,1966,10,0,20,0,1
385,Norway,1967,10,0,20,0,1
385,Norway,1968,10,0,20,0,1
385,Norway,1969,10,0,20,0,1
385,Norway,1970,10,0,20,0,1
385,Norway,1971,10,1,21,0,1
385,Norway,1972,10,1,22,0,1
385,Norway,1973,10,1,23,0,1
385,Norway,1974,10,0,23,0,1
385,Norway,1975,10,0,23,0,1
385,Norway,1976,10,1,24,0,1
385,Norway,1977,10,0,24,0,1
385,Norway,1978,10,0,24,0,1
385,Norway,1979,10,0,24,0,1
385,Norway,1980,10,0,24,0,1
385,Norway,1981,10,1,25,0,1
385,Norway,1982,10,0,25,0,1
385,Norway,1983,10,0,25,0,1
385,Norway,1984,10,0,25,0,1
385,Norway,1985,10,0,25,0,1
385,Norway,1986,10,1,26,0,1
385,Norway,1987,10,0,26,0,1
385,Norway,1988,10,0,26,0,1
385,Norway,1989,10,1,27,0,1
385,Norway,1990,10,1,28,0,1
385,Norway,1991,10,0,28,0,1
385,Norway,1992,10,0,28,0,1
385,Norway,1993,10,0,28,0,1
385,Norway,1994,10,0,28,0,1
385,Norway,1995,10,0,28,0,1
385,Norway,1996,10,1,29,0,1
385,Norway,1997,10,1,30,0,1
385,Norway,1998,10,0,30,0,1
385,Norway,1999,10,0,30,0,1
385,Norway,2000,10,1,31,0,1
385,Norway,2001,10,1,32,0,1
385,Norway,2002,10,0,32,0,1
385,Norway,2003,10,0,32,0,1
385,Norway,2004,10,0,32,0,1
385,Norway,2005,10,1,33,0,1
385,Norway,2006,10,0,33,0,1
385,Norway,2007,10,0,33,0,1
385,Norway,2008,10,0,33,0,1
385,Norway,2009,10,0,33,0,1
385,Norway,2010,10,0,33,0,1
385,Norway,2011,10,0,33,0,1
385,Norway,2012,10,0,33,0,1
385,Norway,2013,10,1,34,0,1
385,Norway,2014,10,0,34,0,1
385,Norway,2015,10,0,34,0,1
385,Norway,2016,10,,34,0,1
385,Norway,2017,10,,34,0,1
385,Norway,2018,,,34,0,1
385,Norway,2019,,,34,0,1
385,Norway,2020,,,34,0,1
385,Norway,2021,,,34,0,1
390,Denmark,1816,-10,,0,0,0
390,Denmark,1817,-10,,0,0,0
390,Denmark,1818,-10,,0,0,0
390,Denmark,1819,-10,,0,0,0
390,Denmark,1820,-10,,0,0,0
390,Denmark,1821,-10,,0,0,0
390,Denmark,1822,-10,,0,0,0
390,Denmark,1823,-10,,0,0,0
390,Denmark,1824,-10,,0,0,0
390,Denmark,1825,-10,,0,0,0
390,Denmark,1826,-10,,0,0,0
390,Denmark,1827,-10,,0,0,0
390,Denmark,1828,-10,,0,0,0
390,Denmark,1829,-10,,0,0,0
390,Denmark,1830,-10,,0,0,0
390,Denmark,1831,-10,,0,0,0
390,Denmark,1832,-10,,0,0,0
390,Denmark,1833,-10,,0,0,0
390,Denmark,1834,-9,,0,0,0
390,Denmark,1835,-9,,0,0,0
390,Denmark,1836,-9,,0,0,0
390,Denmark,1837,-9,,0,0,0
390,Denmark,1838,-9,,0,0,0
390,Denmark,1839,-9,,0,0,0
390,Denmark,1840,-9,,0,0,0
390,Denmark,1841,-9,,0,0,0
390,Denmark,1842,-9,,0,0,0
390,Denmark,1843,-9,,0,0,0
390,Denmark,1844,-9,,0,0,0
390,Denmark,1845,-9,,0,0,0
390,Denmark,1846,-9,,0,0,0
390,Denmark,1847,-9,,0,0,0
390,Denmark,1848,-9,,0,1,1
390,Denmark,1849,2,,0,1,2
390,Denmark,1850,2,,0,0,2
390,Denmark,1851,2,,0,0,2
390,Denmark,1852,2,,0,0,2
390,Denmark,1853,2,,0,0,2
390,Denmark,1854,2,,0,0,2
390,Denmark,1855,2,,0,0,2
390,Denmark,1856,2,,0,0,2
390,Denmark,1857,2,,0,0,2
390,Denmark,1858,2,,0,0,2
390,Denmark,1859,2,,0,0,2
390,Denmark,1860,2,,0,0,2
390,Denmark,1861,2,,0,0,2
390,Denmark,1862,2,,0,0,2
390,Denmark,1863,2,,0,0,2
